Economy,Predicted Steel Production per capita,Year,Population,Predicted Steel Production
RUS,0.0004927332098282447,2017,145530.091,71.70750886502654
RUS,0.0005032174702641791,2018,145734.034,73.33591192087387
SIN,0.0001498894455339126,1990,3012.968,0.45161210293142157
SIN,0.00015217518790230775,1991,3101.1440000000002,0.4719171709121143
SIN,0.00014727170066497171,1992,3199.6420000000003,0.47121671885907146
SIN,0.00014972825395596204,1993,3305.801,0.4949718116558733
SIN,0.00014872922896610436,1994,3415.7009999999896,0.5080145761087501
SIN,0.0001489705802426758,1995,3525.9640000000004,0.5252649029947862
SIN,0.00014552960305449112,1996,3638.177,0.5294624546519794
SIN,0.00014203263108779077,1997,3752.131,0.5329250381160635
SIN,0.00013634253213538178,1998,3860.7209999999895,0.5263804770082419
SIN,0.00013553863258384245,1999,3954.741,0.5360201873632576
SIN,0.00014618984554097937,2000,4028.8720000000003,0.5889801753843767
SIN,0.00013332471293412494,2001,4077.15,0.5435848533393676
SIN,0.0001360313389993468,2002,4104.407,0.558327980008292
SIN,0.0001352785186607934,2003,4129.227,0.5585957117741519
SIN,0.00014445223779297812,2004,4177.202,0.6034061766133038
SIN,0.00014434541709116858,2005,4265.693,0.6157332352678783
SIN,0.0001432906358284057,2006,4402.3240000000005,0.6308118050826504
SIN,0.00013497011883994322,2007,4578.629,0.6179781002540103
SIN,0.0001200593832209952,2008,4775.81,0.5733808029806612
SIN,0.00011363678359682658,2009,4966.6140000000005,0.5643900403269693
SIN,0.00011843461563179387,2010,5131.17,0.6077081466913917
SIN,0.00011387293022450346,2011,5263.64,0.5993861104469055
SIN,0.00011085915646964734,2012,5369.469,0.5952548040299208
SIN,0.00010516498190568013,2013,5453.732,0.5735416270984287
SIN,0.00010491781271251473,2014,5525.628000000001,0.5797368036230274
SIN,0.00010334387663286374,2015,5592.143,0.5779137363053326
SIN,0.00010018546509737101,2016,5653.625,0.5664110501111241
SIN,0.0001026622301385546,2017,5708.04199999999,0.5860003214445345
SIN,0.0001066009244415373,2018,5757.503000000001,0.6137551422749244
CT,0.000506018465744238,1990,20478.516,10.36250724703883
CT,0.0005260535935405568,1991,20679.072,10.87830013668391
CT,0.0005501880717777895,1992,20868.148,11.481406109693536
CT,0.0005784582539099723,1993,21044.7,12.173480416059194
CT,0.0005975418778748503,1994,21207.424,12.67232396184817
CT,0.0006201784267752523,1995,21356.025,13.244545986672957
CT,0.0006435119006136553,1996,21488.994,13.828423371215434
CT,0.0006652204515521044,1997,21608.3089999999,14.374289070257335
CT,0.0007078922702489047,1998,21721.513,15.376491150811097
CT,0.0007149770645062977,1999,21838.635,15.614123145124488
